loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_bleu,eval_chrf,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
5.432990646362304,1.799197793006897,4.991083998122947e-05,0.009385265133740028,20,,,,,,,,,,,
4.748241424560547,1.401885747909546,4.981698732989207e-05,0.018770530267480056,40,,,,,,,,,,,
4.539797973632813,1.3713886737823486,4.972313467855467e-05,0.028155795401220086,60,,,,,,,,,,,
4.469049453735352,1.5957576036453247,4.962928202721727e-05,0.03754106053496011,80,,,,,,,,,,,
4.260415267944336,1.388981819152832,4.953542937587987e-05,0.04692632566870014,100,,,,,,,,,,,
4.251151657104492,1.5110585689544678,4.944157672454247e-05,0.05631159080244017,120,,,,,,,,,,,
4.2892814636230465,1.4464377164840698,4.934772407320507e-05,0.0656968559361802,140,,,,,,,,,,,
4.162796401977539,1.3133388757705688,4.925387142186767e-05,0.07508212106992022,160,,,,,,,,,,,
4.038337707519531,1.3987842798233032,4.916001877053027e-05,0.08446738620366025,180,,,,,,,,,,,
4.114370346069336,1.2366758584976196,4.906616611919287e-05,0.09385265133740028,200,,,,,,,,,,,
3.991049957275391,1.4083821773529053,4.897231346785547e-05,0.1032379164711403,220,,,,,,,,,,,
3.9781417846679688,1.3026409149169922,4.887846081651807e-05,0.11262318160488034,240,,,,,,,,,,,
4.035494613647461,1.2323834896087646,4.878460816518067e-05,0.12200844673862037,260,,,,,,,,,,,
3.9911209106445313,1.3631588220596313,4.869075551384327e-05,0.1313937118723604,280,,,,,,,,,,,
3.9455318450927734,1.3757339715957642,4.859690286250587e-05,0.14077897700610043,300,,,,,,,,,,,
3.8798065185546875,1.17667555809021,4.850305021116847e-05,0.15016424213984045,320,,,,,,,,,,,
3.8626018524169923,1.3765132427215576,4.840919755983107e-05,0.15954950727358047,340,,,,,,,,,,,
3.856972885131836,1.2144542932510376,4.8315344908493666e-05,0.1689347724073205,360,,,,,,,,,,,
3.8767044067382814,1.3016932010650635,4.8221492257156266e-05,0.17832003754106054,380,,,,,,,,,,,
3.8240257263183595,1.2388304471969604,4.812763960581887e-05,0.18770530267480057,400,,,,,,,,,,,
3.825641632080078,1.1954110860824585,4.803378695448147e-05,0.1970905678085406,420,,,,,,,,,,,
3.871211624145508,1.2030619382858276,4.793993430314407e-05,0.2064758329422806,440,,,,,,,,,,,
3.7677490234375,1.3446940183639526,4.784608165180667e-05,0.21586109807602064,460,,,,,,,,,,,
3.850232696533203,1.201404094696045,4.775222900046927e-05,0.22524636320976069,480,,,,,,,,,,,
3.764352798461914,1.3356406688690186,4.765837634913187e-05,0.2346316283435007,500,,,,,,,,,,,
3.7550949096679687,1.4268051385879517,4.756452369779447e-05,0.24401689347724073,520,,,,,,,,,,,
3.767586517333984,1.2477668523788452,4.747067104645707e-05,0.25340215861098075,540,,,,,,,,,,,
3.7171260833740236,1.2325210571289062,4.7376818395119666e-05,0.2627874237447208,560,,,,,,,,,,,
3.7552749633789064,1.1816520690917969,4.7282965743782266e-05,0.2721726888784608,580,,,,,,,,,,,
3.673461151123047,1.4458914995193481,4.7189113092444865e-05,0.28155795401220085,600,,,,,,,,,,,
3.6052661895751954,1.3420523405075073,4.7095260441107464e-05,0.29094321914594085,620,,,,,,,,,,,
3.668564224243164,1.236725091934204,4.7001407789770064e-05,0.3003284842796809,640,,,,,,,,,,,
3.727804183959961,1.43214750289917,4.690755513843266e-05,0.30971374941342095,660,,,,,,,,,,,
3.6960205078125,1.2684439420700073,4.681370248709526e-05,0.31909901454716094,680,,,,,,,,,,,
3.586201858520508,1.3759082555770874,4.671984983575786e-05,0.328484279680901,700,,,,,,,,,,,
3.6861988067626954,1.3219975233078003,4.662599718442046e-05,0.337869544814641,720,,,,,,,,,,,
3.6166301727294923,1.3471649885177612,4.653214453308306e-05,0.34725480994838104,740,,,,,,,,,,,
3.608042907714844,1.3158241510391235,4.643829188174566e-05,0.3566400750821211,760,,,,,,,,,,,
3.5971805572509767,1.3737189769744873,4.634443923040826e-05,0.3660253402158611,780,,,,,,,,,,,
3.557078552246094,1.4646477699279785,4.625058657907086e-05,0.37541060534960113,800,,,,,,,,,,,
3.577234649658203,1.2940573692321777,4.615673392773346e-05,0.38479587048334113,820,,,,,,,,,,,
3.603401947021484,1.2924678325653076,4.606288127639606e-05,0.3941811356170812,840,,,,,,,,,,,
3.6369983673095705,1.1571636199951172,4.5969028625058656e-05,0.40356640075082123,860,,,,,,,,,,,
3.5313270568847654,1.3636082410812378,4.5875175973721255e-05,0.4129516658845612,880,,,,,,,,,,,
3.544463348388672,1.3494441509246826,4.578132332238386e-05,0.4223369310183013,900,,,,,,,,,,,
3.525264358520508,1.1754933595657349,4.568747067104646e-05,0.43172219615204127,920,,,,,,,,,,,
3.5828487396240236,1.2325913906097412,4.559361801970906e-05,0.4411074612857813,940,,,,,,,,,,,
3.515280914306641,1.176193118095398,4.549976536837166e-05,0.45049272641952137,960,,,,,,,,,,,
3.547568511962891,1.2999838590621948,4.540591271703426e-05,0.45987799155326137,980,,,,,,,,,,,
3.6093219757080077,1.267949104309082,4.531206006569686e-05,0.4692632566870014,1000,,,,,,,,,,,
3.5030078887939453,1.3151638507843018,4.521820741435946e-05,0.4786485218207414,1020,,,,,,,,,,,
3.5123210906982423,1.2446160316467285,4.5124354763022057e-05,0.48803378695448146,1040,,,,,,,,,,,
3.5357227325439453,1.3161510229110718,4.5030502111684656e-05,0.4974190520882215,1060,,,,,,,,,,,
3.5374729156494142,1.1814144849777222,4.4936649460347255e-05,0.5068043172219615,1080,,,,,,,,,,,
3.514689254760742,1.246107816696167,4.4842796809009854e-05,0.5161895823557016,1100,,,,,,,,,,,
3.427623748779297,1.1690870523452759,4.4748944157672454e-05,0.5255748474894416,1120,,,,,,,,,,,
3.447830581665039,1.1027108430862427,4.465509150633505e-05,0.5349601126231815,1140,,,,,,,,,,,
3.4866092681884764,1.3361786603927612,4.456123885499765e-05,0.5443453777569216,1160,,,,,,,,,,,
3.4775920867919923,1.2101835012435913,4.446738620366025e-05,0.5537306428906617,1180,,,,,,,,,,,
3.4324199676513674,1.2420601844787598,4.437353355232286e-05,0.5631159080244017,1200,,,,,,,,,,,
3.473764419555664,1.3343398571014404,4.427968090098546e-05,0.5725011731581418,1220,,,,,,,,,,,
3.412485885620117,1.3286786079406738,4.4185828249648056e-05,0.5818864382918817,1240,,,,,,,,,,,
3.453082275390625,1.149247646331787,4.4091975598310656e-05,0.5912717034256217,1260,,,,,,,,,,,
3.4394439697265624,1.4275579452514648,4.3998122946973255e-05,0.6006569685593618,1280,,,,,,,,,,,
3.3858081817626955,1.3231571912765503,4.3904270295635854e-05,0.6100422336931018,1300,,,,,,,,,,,
3.4122360229492186,1.30695378780365,4.3810417644298454e-05,0.6194274988268419,1320,,,,,,,,,,,
3.4451656341552734,1.1880037784576416,4.371656499296105e-05,0.6288127639605818,1340,,,,,,,,,,,
3.413864517211914,1.2024341821670532,4.362271234162365e-05,0.6381980290943219,1360,,,,,,,,,,,
3.401742935180664,1.1636191606521606,4.352885969028625e-05,0.6475832942280619,1380,,,,,,,,,,,
3.4152450561523438,1.2009239196777344,4.343500703894886e-05,0.656968559361802,1400,,,,,,,,,,,
3.5237560272216797,1.2334229946136475,4.334115438761146e-05,0.666353824495542,1420,,,,,,,,,,,
3.4011016845703126,1.2026193141937256,4.3247301736274056e-05,0.675739089629282,1440,,,,,,,,,,,
3.397187042236328,1.3150384426116943,4.3153449084936656e-05,0.685124354763022,1460,,,,,,,,,,,
3.432653045654297,1.2283910512924194,4.3059596433599255e-05,0.6945096198967621,1480,,,,,,,,,,,
3.4505638122558593,1.169150710105896,4.2965743782261854e-05,0.7038948850305021,1500,,,,,,,,,,,
3.4480899810791015,1.2241578102111816,4.2871891130924454e-05,0.7132801501642422,1520,,,,,,,,,,,
3.4236530303955077,1.404465675354004,4.277803847958705e-05,0.7226654152979821,1540,,,,,,,,,,,
3.3726253509521484,1.12703275680542,4.268418582824965e-05,0.7320506804317222,1560,,,,,,,,,,,
3.325877380371094,1.1218730211257935,4.259033317691225e-05,0.7414359455654622,1580,,,,,,,,,,,
